Sku,Old Slug,New Slug,Departamento,Categoria,Subcategoria1,Subcategoria2,Subcategoria3,Url1De,Url2De,Url3De,Url1Para,Url2Para,Url3Para
0000000028014,"scrub-masculino-brim-leve-azul-tamanho:g","scrub-masculino-brim-leve-azul-tamanho-g","sem-categoria","","","","","https://www.cliquefarma.com.br/sem-categoria/scrub-masculino-brim-leve-azul-tamanho:g","","","https://www.cliquefarma.com.br/sem-categoria/scrub-masculino-brim-leve-azul-tamanho-g","",""
